Empresa,RIF,ORD-04-11-SOL,ORD-04-11-MON,OTRO-04-11-SOL,OTRO-04-11-MON,Sol,Mon
GANBARO C.A.,J-000947953,746,"$20,207,395",0,$0,746,"$20,207,395"
"GANCHOS VENEZOLANOS, C A.",J-085182608,5,"$114,705",0,$0,5,"$114,705"
"GANIMEDES 2.000, C.A.",J-294035183,15,"$3,818,993",0,$0,15,"$3,818,993"
GARAL SISTEMAS,J-002913304,162,"$4,100,091",0,$0,162,"$4,100,091"
GARBO C.A,J-000590605,166,"$6,772,990",0,$0,166,"$6,772,990"
"GARDEN PLANET, C. A.",J-310859370,12,"$162,385",0,$0,12,"$162,385"
"GARDEN PLAST HIERRO, C.A.",J-302804388,4,"$176,411",0,$0,4,"$176,411"
GARSOL.C.A,J-309690639,19,"$3,514,488",0,$0,19,"$3,514,488"
GAS AIR CONDITIONING SERVICE C.A.,J-070131250,71,"$2,128,897",0,$0,71,"$2,128,897"
GASA C.A,J-312476460,105,"$7,879,793",0,$0,105,"$7,879,793"
"GASES INDUSTRIALES DEL ESTE, C.A.",J-306829539,131,"$4,055,496",0,$0,131,"$4,055,496"
"GASES UNIDOS DE VENEZUELA GUV,S.A",J-304012047,1,"$6,725",0,$0,1,"$6,725"
"GASES VARIOS GASVARSA, S.A.",J-001461051,17,"$261,312",0,$0,17,"$261,312"
"GASES Y EQUIPOS CARONI, C.A.",J-095016196,31,"$385,703",0,$0,31,"$385,703"
"GASPROVAL SERVICIOS TECNICOS, C.A.",J-312131748,5,"$1,155,857",0,$0,5,"$1,155,857"
GAVERAS ENVASES PLASTICOS DE VENEZUELA,J-309619993,12,"$2,040,808",0,$0,12,"$2,040,808"
"GAVERAS PLASTICAS VENEZOLANAS, GAVEPLAST, C.A.",J-075070640,24,"$2,276,069",0,$0,24,"$2,276,069"
"GAYMAR, C.A",J-294119204,106,"$14,181,247",0,$0,106,"$14,181,247"
GBC INGENIEROS CONTRATISTAS S.A.,J-300200272,4,"$28,371",0,$0,4,"$28,371"
"GCS CORPORATION, C.A.",J-308767654,7,"$98,331",0,$0,7,"$98,331"
GDO SUPPLY C.A.,J-307201665,59,"$342,765",0,$0,59,"$342,765"
"GE BETZ VENEZUELA, S.C.S ( ANTES GE BETZ VENEZUELA C.A.)",J-300259617,1135,"$29,915,659",0,$0,1135,"$29,915,659"
"GE ILUMINACION DE VENEZUELA GEISA, S.A.",J-003174386,505,"$57,423,157",2,"$17,580,439",507,"$75,003,596"
GEDISA OCCIDENTE C.A.,J-070090243,33,"$961,389",0,$0,33,"$961,389"
GEGGIN`S STORE C.A,J-002310170,1,"$29,515",0,$0,1,"$29,515"
GELVEZ OROZCO BELKIS Y. COMERCIALIZADORA MARGRES,V-141790907,4,"$95,660",0,$0,4,"$95,660"
"GEMPLUS CARD INTERNATIONAL DE VENEZUELA, C.A",J-302394449,19,"$269,399",0,$0,19,"$269,399"
"GENAPOL, C.A",J-317272374,0,$0,0,$0,0,$0
GENECOM CA.,J-308575283,1,"$155,883",0,$0,1,"$155,883"
"GENERAL DE ALIMENTOS NISA, C.A.",J-300717097,165,"$201,694,585",0,$0,165,"$201,694,585"
"GENERAL DETECTORS,C.A.",J-303253482,263,"$10,893,895",0,$0,263,"$10,893,895"
GENERAL DISTRIBUIDORA. S.A.,J-000468494,630,"$33,345,542",0,$0,630,"$33,345,542"
GENERAL ELECTRONICS TRADING G.E.T. C.A.,J-312811102,5,"$111,639",0,$0,5,"$111,639"
"GENERAL GOLD DE VENEZUELA, C.A",J-296093423,15,"$2,769,724",0,$0,15,"$2,769,724"
"GENERAL MILLS DE VENEZUELA, C.A.",J-000110514,675,"$28,160,250",20,"$30,350,929",695,"$58,511,179"
"GENERAL MOTORS VENEZOLANA, C.A.",J-075577965,16172,"$5,305,508,621",3,"$92,936,457",16175,"$5,398,445,078"
GENERAL PACKING DE VENEZUELA S.A,J-305319170,227,"$10,565,142",0,$0,227,"$10,565,142"
"GENERAL SERVICE SHIPS, C.A.",J-310719322,65,"$7,840,478",0,$0,65,"$7,840,478"
GENERICO DE CALIDAD GC,J-305480230,239,"$4,959,309",0,$0,239,"$4,959,309"
"GENESIS TELECOM, C.A.",J-304006888,4,"$308,444",0,$0,4,"$308,444"
"GENETICA AVICOLA, C.A.",J-301189477,186,"$18,244,320",0,$0,186,"$18,244,320"
"GENFAR CASA DE REPRESNTACIONES, S.A.  (Antes GENFAR CASA DE",J-312728167,22,"$5,400,863",0,$0,22,"$5,400,863"
"GENIAL IMPORT,CA",J-310980055,24,"$861,365",0,$0,24,"$861,365"
GENPACK C.A.,J-305401209,167,"$5,013,159",0,$0,167,"$5,013,159"
"GENTE, GENERACION DE TECNOLGIA, C.A.",J-002231734,1168,"$38,031,540",15,"$87,802",1183,"$38,119,342"
"GENTOFLEX, C.A",J-310757402,15,"$2,233,047",0,$0,15,"$2,233,047"
"GENVEN GENERICOS VENEZOLANOS, S.A.",J-003441570,1194,"$119,708,110",0,$0,1194,"$119,708,110"
"GENZYME VENEZUELA, S.A.",J-293858143,0,$0,0,$0,0,$0
GEO POL DE VENEZUELA C.A.,J-001859764,97,"$2,514,320",0,$0,97,"$2,514,320"
"GEODRILLING, C.A.",J-300481450,22,"$1,402,753",0,$0,22,"$1,402,753"
"GEOHIDRA CONSULTORES, C.A.",J-001294970,33,"$3,732,196",1,"$2,006,400",34,"$5,738,596"
"GEOIMPORT,C.A",J-314216910,124,"$9,133,085",0,$0,124,"$9,133,085"
"GEOLOG VENEZUELA, S.A.",J-303242472,4,"$409,197",0,$0,4,"$409,197"
GEOSINTETICOS TRICAL CA,J-003398268,81,"$5,463,092",1,"$142,849",82,"$5,605,941"
GEPSA GAYA EQUIPOS Y PARTES S.A.,J-308287130,10,"$240,235",0,$0,10,"$240,235"
GERCH C.A.,J-306570799,91,"$2,246,974",0,$0,91,"$2,246,974"
"GERENCIA TECNICA ESPECIALIZADA, C.A.",J-308275824,5,"$330,849",0,$0,5,"$330,849"
"GERENCIAS TROM, C.A.",J-302653142,2,"$308,409",0,$0,2,"$308,409"
GETEK SISTEMAS INDUSTRIALES S.A.,J-306192379,6,"$48,355",0,$0,6,"$48,355"
"GEVENMED, S.A.",J-002214040,4122,"$244,659,254",0,$0,4122,"$244,659,254"
GHANDI C.A.,J-302458803,42,"$3,470,664",0,$0,42,"$3,470,664"
GHEZ SERVICIOS DE EXPORTACION E IMPORTACION C.A.,J-312096390,15,"$335,774",0,$0,15,"$335,774"
"GIBICA, S.A.",J-305013543,18,"$4,241,638",0,$0,18,"$4,241,638"
GIC-INSUMARKAS,V-147835589,3,"$83,967",0,$0,3,"$83,967"
"GILDEMEISTER MINERIA,SA.",J-308800341,79,"$3,450,252",0,$0,79,"$3,450,252"
GILLETTE DE VENEZUELA,J-000811997,1436,"$66,754,748",1,"$1,472,495",1437,"$68,227,243"
GIORGIO FERRANTE C.A.,J-001678425,121,"$6,036,508",0,$0,121,"$6,036,508"
GIOVANNI SCIARRINO,E-001731338,32,"$1,475,830",0,$0,32,"$1,475,830"
GIRACOLOR CA,J-312071702,10,"$451,166",0,$0,10,"$451,166"
"GIRAMUNDO MARMOLES Y GRANITOS, C.A.",J-003292990,215,"$4,066,174",0,$0,215,"$4,066,174"
"GIROPAK INTERNACIONAL, C.A.",J-001141650,155,"$2,646,075",0,$0,155,"$2,646,075"
GJ  ELECTRONIC CA,J-313839027,72,"$4,196,895",0,$0,72,"$4,196,895"
GLAMOUR,J-303402682,202,"$8,073,895",0,$0,202,"$8,073,895"
GLANI C.A,J-316259048,1,"$231,646",0,$0,1,"$231,646"
"GLASS & GLASS, C.A.",J-311052372,27,"$1,295,002",0,$0,27,"$1,295,002"
"GLASSVEN, C.A",J-090050663,58,"$12,402,896",0,$0,58,"$12,402,896"
"GLAXOSMITHKLINE, VENEZUELA C.A.",J-000214921,5505,"$339,573,825",1,"$1,829,190",5506,"$341,403,015"
"GLEASON & CIA., S.A.",J-000164002,114,"$1,804,652",0,$0,114,"$1,804,652"
"GLENMARK PHARMACEUTICALS VENEZUELA, C.A.",J-296827206,38,"$3,294,115",0,$0,38,"$3,294,115"
GLOBAL ACCESS WLL C.A.,J-315372142,3,"$26,465",0,$0,3,"$26,465"
GLOBAL AIR SERVICIOS AERONAUTICOS,J-309196553,9,"$292,591",0,$0,9,"$292,591"
"GLOBAL AUTO PARTS GAP, C.A.",J-309090208,76,"$4,358,777",0,$0,76,"$4,358,777"
"GLOBAL CAUCHOS DE VENEZUELA,C.A",J-312139854,9,"$906,160",0,$0,9,"$906,160"
GLOBAL CENTER C.A,J-308813192,60,"$3,505,307",0,$0,60,"$3,505,307"
"GLOBAL COMPUTER SOURCING DE VENEZUELA, C.A.",J-308575313,110,"$10,521,019",0,$0,110,"$10,521,019"
GLOBAL CONTROL C.A.,J-305318301,60,"$424,912",0,$0,60,"$424,912"
GLOBAL CROSSING VENEZUELA S.A (ANTES TELECOMUNICACIONES,J-300462390,300,"$17,203,993",194,"$47,929,821",494,"$65,133,814"
"GLOBAL EDICIONES, S.A.",J-305263906,128,"$2,358,637",0,$0,128,"$2,358,637"
"GLOBAL ENERGY SERVICES ANT, C.A.",J-306888888,8,"$157,753",0,$0,8,"$157,753"
GLOBAL FISH,J-311905499,1,"$79,380",0,$0,1,"$79,380"
GLOBAL IMPORT TW  C.A.,J-309132946,0,$0,0,$0,0,$0
"GLOBAL MARINE & DIESEL TECHNOLOGY, C.A.",J-310687994,112,"$11,260,981",0,$0,112,"$11,260,981"
GLOBAL MATERIALS SERVICES VENEZUELA C.A.,J-308417823,48,"$1,208,059",6,"$2,403,322",54,"$3,611,381"
"GLOBAL MﾃDICA MP, C.A.",J-311536191,117,"$1,620,536",0,$0,117,"$1,620,536"
GLOBAL MEDICAL DE VENEZUELA,J-313690147,102,"$5,180,888",0,$0,102,"$5,180,888"
"GLOBAL METAL, C.A.",J-309754564,1,"$83,835",0,$0,1,"$83,835"
GLOBAL PRINT C.A.,J-308446971,13,"$2,876,380",0,$0,13,"$2,876,380"
"GLOBAL PRODUCTS INCORPORATED,C.A.",J-306938567,4,"$681,948",0,$0,4,"$681,948"
"GLOBAL RUSTICO, C.A.",J-312556986,14,"$9,495,705",0,$0,14,"$9,495,705"
GLOBAL TECH C. A.,J-310622264,0,$0,0,$0,0,$0
"GLOBAL TRADING INC, C.A.",J-308073083,25,"$1,578,930",0,$0,25,"$1,578,930"
GLOBAL VENDOR SERVICES LTDA. (VENEZUELA),J-305373507,0,$0,1,"$311,459",1,"$311,459"
GLOBALDENT PRODUCTOS DENTALES,J-309970747,186,"$3,126,669",0,$0,186,"$3,126,669"
GLOBALFARMA C.A,J-312348445,1,"$17,575",0,$0,1,"$17,575"
"GLOBALQUIM DE VENEZUELA, C.A.",J-305208220,3,"$74,600",0,$0,3,"$74,600"
GLOBALSERVICE@ICNET.COM.VE,J-307606169,3,"$443,563",0,$0,3,"$443,563"
"GLOBOVISI�N TELE, C.A.",J-301743024,14,"$186,280",0,$0,14,"$186,280"
"GLOVEN CONTINENTAL, C.A.",J-294937527,1,"$76,730",0,$0,1,"$76,730"
"GLOVI IMPORTS, C.A.",J-003460877,90,"$1,835,109",0,$0,90,"$1,835,109"
GMI C.A.,J-309077058,3,"$148,696",0,$0,3,"$148,696"
GNG SUMINISTROS C.A.,J-314502646,2,"$49,031",0,$0,2,"$49,031"
GO AUTOMOTIVE PARTS EPS CA,J-294084656,2,"$148,308",0,$0,2,"$148,308"
GO SPORT CENTER C.A.,J-306499733,307,"$6,425,292",0,$0,307,"$6,425,292"
"GOAFE STYLOS, C.A.",J-311699856,201,"$13,538,771",0,$0,201,"$13,538,771"
GOBERNACION DEL ESTADO BOLIVARIANO DE MIRANDA,G-200045965,0,$0,3,"$246,255",3,"$246,255"
GOBERNACION DEL ESTADO MERIDA,G-200001569,3,"$761,226",0,$0,3,"$761,226"
GOING REPRESENTACIONES C.A.,J-310319065,123,"$5,415,036",0,$0,123,"$5,415,036"
"GOLDEN SHEET IMPORT EXPORT C,A.",J-304700547,444,"$27,296,497",0,$0,444,"$27,296,497"
"GOLDEN SUITES HOTEL, C.A.",J-301614674,3,"$487,262",10,"$5,172,274",13,"$5,659,536"
GOMA TUFRESA C.A.,J-300797155,239,"$11,206,697",0,$0,239,"$11,206,697"
GOMELAST C.A.,J-000506795,612,"$26,441,004",0,$0,612,"$26,441,004"
"GONMYERS INSUMOS MEDICOS, C.A.",J-307649291,84,"$2,662,439",0,$0,84,"$2,662,439"
"GOODLINES, C.A.",J-305721394,142,"$7,439,988",0,$0,142,"$7,439,988"
"GOSIG, C.A",J-070278854,2,"$418,091",0,$0,2,"$418,091"
"GOUCOV PARTS GROUP, C.A.",J-315561018,4,"$136,660",0,$0,4,"$136,660"
"GOVICA IMPORT, C.A.",J-316063550,8,"$290,955",0,$0,8,"$290,955"
GP RENDERING C.A.,J-310129304,1,"$42,215",0,$0,1,"$42,215"
GPA ELECTRONICS C.A.,J-311828990,361,"$23,725,294",0,$0,361,"$23,725,294"
GPM INDUSTRIAL C.A.,J-302859905,2,"$125,725",0,$0,2,"$125,725"
"GPM INSTRUMENTACION Y CONTROL, C.A.",J-095149510,317,"$10,198,572",0,$0,317,"$10,198,572"
GQ STORE C.A,J-306838554,93,"$10,539,317",0,$0,93,"$10,539,317"
GRABADOS NACIONALES C.A.,J-000175373,331,"$56,050,263",0,$0,331,"$56,050,263"
GRACE VENEZUELA S.A.,J-000301131,1205,"$35,562,127",0,$0,1205,"$35,562,127"
GRAFARTES CARIBE C.A.,J-001118098,2,"$35,715",0,$0,2,"$35,715"
"GRAFIBOND,S.A.",J-002042230,39,"$5,384,214",0,$0,39,"$5,384,214"
GRAFICAS ACEA C.A.,J-002221135,85,"$2,379,096",0,$0,85,"$2,379,096"
GRAFICAS ALEJANDRINA,J-002217022,10,"$448,483",0,$0,10,"$448,483"
"GRAFICAS ARMITANO, C.A.",J-000175667,7,"$102,923",0,$0,7,"$102,923"
GRAFICAS CALIGRAFIC C.A.,J-002540338,63,"$1,879,097",0,$0,63,"$1,879,097"
GRAFICAS GUARINO C.A.,J-003504513,0,$0,0,$0,0,$0
GRAFICAS KELL C.A.,J-306619968,1,"$17,538",0,$0,1,"$17,538"
"GRAFICAS LOS MORROS,C.A",J-303363547,5,"$828,346",0,$0,5,"$828,346"
"GRAFICAS ULTRA, C.A.",J-000175730,139,"$6,780,986",0,$0,139,"$6,780,986"
"GRAFIPLAST, C.A.",J-001340149,37,"$1,542,381",0,$0,37,"$1,542,381"
"GRAFIPRESS, C.A.",J-070042001,151,"$6,653,466",0,$0,151,"$6,653,466"
"GRAFIS, C.A.",J-000175748,46,"$442,918",0,$0,46,"$442,918"
"GRAFITOCA, C.A.",J-000959234,27,"$1,188,100",0,$0,27,"$1,188,100"
GRAHAM PACKAGING PLASTICOS VENEZUELA (ANTES OWENS ILLIN,J-305564426,243,"$5,440,162",7,"$2,050,339",250,"$7,490,501"
"GRAMOCA, C.A (ANTES GRANITERA MONUMENTAL,C.A.)",J-300069761,70,"$1,364,588",0,$0,70,"$1,364,588"
GRAN CACIQUE II C.A.,J-303876056,109,"$19,492,886",0,$0,109,"$19,492,886"
GRAN FORMATO,J-313363243,1,"$19,583",0,$0,1,"$19,583"
GRAN NACIONAL DE TELECOMUNICACIONES DEL ALBA,J-299227412,0,$0,1,"$3,715",1,"$3,715"
"GRAN TURISMO TRADING, C.A.",J-301819969,35,"$2,377,200",0,$0,35,"$2,377,200"
"GRANATI CORPORACION,C.A.",J-095177300,1,"$2,908",0,$0,1,"$2,908"
GRANEL IMPORT EXPORT C.A.,J-310202346,41,"$2,882,019",0,$0,41,"$2,882,019"
"GRANITERA MARACAIBO, C.A.",J-070119454,2,"$13,180",0,$0,2,"$13,180"
"GRANITOS DEL ORINOCO, S.A.",J-305537992,15,"$463,936",0,$0,15,"$463,936"
GRANITOS Y MARMOLES PASTOR CA,J-002188731,122,"$2,743,348",0,$0,122,"$2,743,348"
"GRANJA ALCONCA, C.A.",J-075168186,340,"$177,185,581",0,$0,340,"$177,185,581"
"GRANJA AVICOLA CHICHI, C.A.",J-305635170,50,"$40,567,062",0,$0,50,"$40,567,062"
GRANJA AVICOLA LA PONDEROSA C.A.,J-000753636,0,$0,0,$0,0,$0
"GRANJA AV�COLA SAN FRANCISCO, C. A.",J-000970980,3,"$243,897",0,$0,3,"$243,897"
"GRANJA EL ZORRITO I, C.A.",J-305974861,591,"$36,845,120",0,$0,591,"$36,845,120"
"GRANJA LA ROSA, C.A.",J-070175303,86,"$30,054,519",0,$0,86,"$30,054,519"
GRANJA LOS MOLINOS C.A,J-310314861,0,$0,0,$0,0,$0
"GRANJAS LA CARIDAD, C.A.",J-075395107,58,"$11,981,552",0,$0,58,"$11,981,552"
GRANJEROS UNIDOS C.A.,J-297820825,0,$0,0,$0,0,$0
"GRANMEDICA DISTRIBUIDORA, S.A",J-302448433,194,"$17,609,420",1,"$1,450",195,"$17,610,870"
GRANOS LEO ZUL,J-303350240,170,"$13,871,893",0,$0,170,"$13,871,893"
"GRANOS MARTINEZ, C.A.",J-303078478,14,"$1,696,118",0,$0,14,"$1,696,118"
"GRANOS MERIDA,C.A",J-302776678,1,"$16,500",0,$0,1,"$16,500"
GRANOS SUR DE AMERICA,J-310832927,1,"$823,600",0,$0,1,"$823,600"
GRANOS VAL C.A.,J-304725507,324,"$20,266,735",0,$0,324,"$20,266,735"
"GRANOS Y CONDIMENTOS OCCIDENTE, C.A",J-299668176,0,$0,0,$0,0,$0
GRANT PRIDECO DE VENEZUELA SA,J-306905855,407,"$8,357,664",0,$0,407,"$8,357,664"
"GRAPAS AVIN, C. A.",J-306372849,1,"$2,871",0,$0,1,"$2,871"
GRAPAS VENEZOLANAS C.A.,J-000736308,48,"$1,242,105",0,$0,48,"$1,242,105"
GRAPHIC PRODUCTION SYSTEM GPS,J-302073715,22,"$829,561",0,$0,22,"$829,561"
GRAPHO-FORMAS PETARE C.A.,J-001930558,1061,"$29,151,303",0,$0,1061,"$29,151,303"
GRAVINIL S.A.,J-000646546,92,"$3,268,247",0,$0,92,"$3,268,247"
"GRE,C.A",J-085164766,1,"$80,011",0,$0,1,"$80,011"
"GREAT WALL DE VENEZUELA, C.A.",J-307102357,14,"$16,211,742",0,$0,14,"$16,211,742"
"GRECO INTERNACIONAL, S.A.",J-304178948,74,"$4,720,023",0,$0,74,"$4,720,023"
"GREENFIELD COMPRESORES, S.A.",J-002489901,1,"$15,762",1,"$14,565",2,"$30,327"
GREENTECH DE VENEZUELA C.A.,J-308820598,2077,"$434,206,114",0,$0,2077,"$434,206,114"
"GREIF PUNTO FIJO, C.A.",J-075080181,1,"$57,230",0,$0,1,"$57,230"
"GREIF VENEZUELA, C.A.",J-075049152,202,"$6,657,472",1,"$1,860,465",203,"$8,517,937"
"GRICOCERAMICA, C.A.",J-305106207,10,"$182,910",0,$0,10,"$182,910"
"GRID SYSTEMS,C. A.",J-315304511,1,"$41,265",0,$0,1,"$41,265"
GRIFERIA Y FERRETERIA TRANSAMERICA C.A.,J-305956677,4,"$302,718",0,$0,4,"$302,718"
"GRIFERIAS GUAYANA, C.A.",J-303255728,2,"$84,458",0,$0,2,"$84,458"
"GRIFERIAS SG, C.A.",J-311360786,19,"$2,768,126",0,$0,19,"$2,768,126"
"GRIFOCENTRO,C.A.",J-305287422,114,"$22,603,814",0,$0,114,"$22,603,814"
"GRINACA, C.A.",J-305245703,381,"$35,377,063",0,$0,381,"$35,377,063"
"GRINTA, GRUPO INTEGRADO DE TECNOLOG�A AVANZADA, C.A.",J-003183504,54,"$1,400,022",0,$0,54,"$1,400,022"
"GRIP REPRESENTACIONES, C.A",J-310804532,66,"$860,615",0,$0,66,"$860,615"
"GRIVALREJ, S.A.",J-310568774,1,"$50,499",0,$0,1,"$50,499"
"GROEP SARENS DE VENEZUELA, C.A",J-311694803,0,$0,7,"$260,604",7,"$260,604"
GROPECA C.A.,J-304392192,14,"$1,460,054",0,$0,14,"$1,460,054"
"GROSSMAYOR MAQUINARIAS SUR, C.A.",J-305875340,85,"$4,349,286",0,$0,85,"$4,349,286"
"GROUP A.D.S.H., C.A.",J-314491474,52,"$3,771,154",0,$0,52,"$3,771,154"
GROUPE SEB VENEZUELA S. A.,J-305411476,124,"$4,978,658",3,"$1,901,987",127,"$6,880,645"
"GROUTEX PRODUCTOS, C.A.",J-095055574,1,"$7,335",0,$0,1,"$7,335"
"GRUAS KONECRANES, C.A.",J-001030352,525,"$8,861,803",0,$0,525,"$8,861,803"
"GRUAS MONTACARGAS Y REPUESTOS VEIMAC, C.A.",J-303092080,111,"$11,824,333",0,$0,111,"$11,824,333"
GRUAS Y POLIPASTOS DIEKMANN S.A.,J-001651438,284,"$4,841,292",0,$0,284,"$4,841,292"
"GRUAS Y TRANSPORTE GT 31,C.A.",J-293585929,30,"$7,014,953",0,$0,30,"$7,014,953"
GRUNENTHAL VENEZOLANA F. C.A.,J-302751470,503,"$54,881,588",8,"$59,027",511,"$54,940,615"
GRUPO  TRANSBEL,J-303525750,1789,"$66,550,887",100,"$90,311,600",1889,"$156,862,487"
"GRUPO 159, C.A.",J-311302506,2,"$383,890",0,$0,2,"$383,890"
"GRUPO 3AG, C.A (ANTES 3 AG DISTRIBUTION C.A.)",J-310352941,71,"$7,553,794",0,$0,71,"$7,553,794"
GRUPO 3HF C.A,J-313199796,9,"$965,318",0,$0,9,"$965,318"
"GRUPO ABR, C.A",J-296256527,0,$0,0,$0,0,$0
GRUPO ADAR 101 C.A,J-312809647,36,"$1,479,046",0,$0,36,"$1,479,046"
GRUPO AG ASOCIADOS C.A.,J-075206053,10,"$167,247",0,$0,10,"$167,247"
"GRUPO AKKAR VENEZUELA, C.A.",J-312561572,159,"$22,215,029",0,$0,159,"$22,215,029"
GRUPO ALL PC C.A,J-311612971,167,"$7,969,307",0,$0,167,"$7,969,307"
"GRUPO ALVAREZ F., C.A.",J-300456617,39,"$1,550,935",0,$0,39,"$1,550,935"
"GRUPO AMANECER, C.A.",J-313506460,14,"$470,439",0,$0,14,"$470,439"
GRUPO ANTEPRIMA DESIGN C.A.,J-295802226,53,"$16,406,845",0,$0,53,"$16,406,845"
GRUPO AQUASEV C.A.,J-003189243,1,"$177,691",0,$0,1,"$177,691"
GRUPO ARMENTA DELGADO CA,J-309271024,123,"$5,197,762",0,$0,123,"$5,197,762"
"GRUPO AS TECH,C.A",J-310921741,40,"$1,634,683",0,$0,40,"$1,634,683"
"GRUPO ASMACA, C.A.",J-311477004,114,"$2,467,517",0,$0,114,"$2,467,517"
GRUPO AT 25 C.A.,J-307846321,204,"$8,297,359",0,$0,204,"$8,297,359"
GRUPO ATAHUALPA C.A.,J-311618775,2,"$557,159",0,$0,2,"$557,159"
"GRUPO AURUM, C.A.",J-312390034,29,"$3,412,224",0,$0,29,"$3,412,224"
GRUPO AYMESA VENEZOLANA C.A,J-307342595,6,"$2,637,894",0,$0,6,"$2,637,894"
"GRUPO B & S, C.A",J-310257221,9,"$270,938",0,$0,9,"$270,938"
"GRUPO BAZAAR, C.A.",J-313360821,11,"$3,435,185",0,$0,11,"$3,435,185"
"GRUPO BOREAL, C.A.",J-295201184,22,"$12,317,000",0,$0,22,"$12,317,000"
GRUPO BRAMPE MEDICA CA,J-297171410,0,$0,0,$0,0,$0
GRUPO BULTAIF C.A.,J-311135294,12,"$1,499,690",0,$0,12,"$1,499,690"
"GRUPO CASCO DE VENEZUELA, C.A.",J-308073440,1056,"$112,254,274",0,$0,1056,"$112,254,274"
"GRUPO CATALINA, C.A.",J-301917014,151,"$11,987,331",13,"$15,985",164,"$12,003,316"
"GRUPO CELSCA, C.A.",J-309644394,5,"$144,223",0,$0,5,"$144,223"
GRUPO CENTRAL XXI  C.A.,J-309843800,106,"$5,358,348",0,$0,106,"$5,358,348"
GRUPO CLARSA C.A,J-310654506,59,"$5,282,442",0,$0,59,"$5,282,442"
"GRUPO CLINICO INTEGRAL ODONTOLINDA, C.A.",J-298068744,0,$0,0,$0,0,$0
"GRUPO COELTEX, C.A.",J-304764014,3,"$52,532",0,$0,3,"$52,532"
"GRUPO COMERCIAL G RUIZ, C.A.",J-310717630,9,"$241,177",0,$0,9,"$241,177"
GRUPO COMERCIALIZADOR ACROPOLIS C.A.,J-295123795,9,"$2,412,744",0,$0,9,"$2,412,744"
"GRUPO CONFAB,C.A",J-002524626,2,"$1,078,460",0,$0,2,"$1,078,460"
"GRUPO CONSUMIBLES.COM 99, C.A.",J-306675809,113,"$5,545,217",0,$0,113,"$5,545,217"
"GRUPO CORPDATA,C.A.",J-305923523,6,"$2,621,672",0,$0,6,"$2,621,672"
GRUPO CORPORATIVO LOGINCA C.A.,J-310626936,205,"$3,585,478",0,$0,205,"$3,585,478"
"GRUPO CORPORATIVOS GAMAS, C.A.",J-294457240,14,"$8,417,925",0,$0,14,"$8,417,925"
"GRUPO CUSTOM, C.A.",J-313794724,7,"$1,183,213",0,$0,7,"$1,183,213"
GRUPO DE EMPRESAS MOON C.A.,J-312504218,1,"$213,560",0,$0,1,"$213,560"
GRUPO DE INVERSION PAQUETA C.A,J-308818038,16,"$352,363",0,$0,16,"$352,363"
GRUPO DENIM CA,J-312136936,18,"$1,156,472",0,$0,18,"$1,156,472"
GRUPO DIDACTICO ARISMA C.A.,J-309477471,9,"$403,329",0,$0,9,"$403,329"
"GRUPO DISPET, S.A.",J-307276070,2,"$291,110",0,$0,2,"$291,110"
"GRUPO DOMINGO PEREIRA , DOPERCA, CA.",J-312671750,4,"$233,529",0,$0,4,"$233,529"
"GRUPO DVA INTER-ANDES, C.A.",J-300126226,4,"$594,421",0,$0,4,"$594,421"
"GRUPO EDITORIAL MATUL 1999, C.A.",J-305926131,21,"$10,405,356",0,$0,21,"$10,405,356"
GRUPO EL CICLON,J-313456187,1,"$336,809",0,$0,1,"$336,809"
"GRUPO ELECTRICO GRELCA 96, C.A.",J-316052877,2,"$96,845",0,$0,2,"$96,845"
GRUPO ELECTRONICA ASUNCION,J-313231010,79,"$37,599,420",0,$0,79,"$37,599,420"
"GRUPO ELSYTEX, C.A.",J-309491954,25,"$342,214",0,$0,25,"$342,214"
GRUPO EMPRESARIAL INMASERCA S.A,J-304148461,162,"$8,904,161",0,$0,162,"$8,904,161"
GRUPO ESTRAN C.A.,J-306153861,1,"$9,361",0,$0,1,"$9,361"
"GRUPO ESTRATO,C.A.",J-313434221,26,"$1,494,967",0,$0,26,"$1,494,967"
GRUPO EURONIPON IMPORT C.A,J-305975329,53,"$2,385,775",0,$0,53,"$2,385,775"
GRUPO FERRETERO ATOUAN C.A,J-309435876,251,"$14,136,847",0,$0,251,"$14,136,847"
GRUPO GADOL C.A.,J-306975195,0,$0,1,"$38,198",1,"$38,198"
GRUPO GIULLIANA C.A.,J-310135380,54,"$280,648",0,$0,54,"$280,648"
GRUPO GRAVANCHC.A.,J-299208850,0,$0,0,$0,0,$0
"GRUPO H.K., C.A.",J-310298238,34,"$895,925",0,$0,34,"$895,925"
"GRUPO HARBORS, C.A.",J-301082931,0,$0,0,$0,0,$0
GRUPO HARDWELL TECHNOLOGIES,J-003428809,605,"$41,708,397",1,"$412,340",606,"$42,120,737"
"GRUPO HOBBY AND TOYS, C.A.",J-303572570,151,"$6,136,370",0,$0,151,"$6,136,370"
GRUPO IKA C.A.,J-307682795,87,"$5,405,802",0,$0,87,"$5,405,802"
"GRUPO IMFINCA IMPRESORES,C.A.",J-308089427,2,"$141,425",0,$0,2,"$141,425"
"GRUPO IMPORTADOR ACROPOLIS, C. A.",J-295037953,64,"$25,356,773",0,$0,64,"$25,356,773"
"GRUPO IMPROFER, C.A (ANTES GRUPOCOLOREAL C.A.)",J-315026090,18,"$1,896,807",0,$0,18,"$1,896,807"
